labels,text
negative,"This is probably the first entry in the ""Lance O'Leary/Nurse Keat"" detective series; in subsequent O'Leary films, he was played by much younger actors than Guy Kibbee.<br /><br />A group of relatives (all played by well-known character actors) gathers in an old house (on a rainy nite, of course!) to speak to a wealthy relative, who goes into a coma.<br /><br />While they wait for him to recover, all sorts of mysterious goings-on happen, including a couple of murders.<br /><br />A creepy film; worth seeing!"
positive,"I first saw this when they showed this around easter time 1993/4 and didn't think much of it then, I bought this on DVD last summer when I started getting into Michael Jackson (I liked his music before) and enjoyed it more now I am older. It is a good film but it won't be this classic film like The Sound Of Music, West Side Story, The Wizard Of Oz etc. Michael Jackson as an actor was good and so were the other cast members. There were a disturbing scenes like the little girl Katie getting slapped by the gangster Frankie Lideo who was played by Joe Pesci. The scene that frightened me when I was younger was when Michael turns into a robot. My favourite song on the film was Smooth Criminal I think it was better than Thriller in my opinion."
negative,"Wow You guys are way too nice!!!Corny,Corny,Corny That is how I feel about that film.It started well with a good idea , A guy (Edward Asner) escape from Jail dressed as Santa,a bunch of kids find him and believes his the real Santa so the Fake Santa enlist the children to help him find a bag of stolen money.the film is like a Christmas version of ""Whistle down the wind"". The movie start well but gradually it becomes Cheesier and Cheesier to the point that at the end it becomes ridiculous and you just cant take this film seriously. For example you get the Scrooge type character called Sumner (Rene Auberjonois) who's a total Douchebag who treat his young son like a pile a rubbish ,he treat his son so bad that he don't even buy him decent clothes,the poor kid wears Jeans with Holes in it! but a 45 second scene with Fake Santa visiting Sumner and by the end of the film you get the guy all happy singing Christmas Carol and giving his neglected son a hug...yep that is how Corny it is... I'm all for feel good movie especially during Christmas and I am a big fan of seasonal TV movie but this one is way too over the top for me,it is a shame because it started well but the second half of the movie is trowing a supernatural element to the film that just don't match with the rest of it. It's not totally bad,there are some solid acting , especially from the children but there are plenty of better Christmas film around."
positive,"I saw the film twice in the space of one week, both times the at a cinema in Orpington, Kent, UK. The place was packed both times and people had to be turned away. From the start of the film with Henry Winkler getting 'injured' on the football field the whole audience was in uproar with laughter, laughter that lasted until the credits.<br /><br />For those who love American wrestling this film is a must, but be ready to see Henry Winkler as you have never seen him before. Also look out for a very well known actor whose trademark wrestling move is a head-but!<br /><br />If you get a chance watch this movie and it is family comedy entertainment at its best!"
positive,"Gédéon and Jules Naudet wanted to film a documentary about rookie New York City firefighters. What they got was the only film footage inside the World Trade Center on September 11.<br /><br />Having worked with James Hanlon's ladder company before, Jules went with the captain to inspect and repair a gas leak, while Gédéon stayed at the firehouse in case anything interesting happened. An airplane flying low over the City distracted Jules, and he pointed the camera up, seconds before the plane crashed into Tower One.<br /><br />Jules asked the captain to follow him into the Towers. The first thing he saw was two people on fire, something he refused to film. He stayed on site for the next several hours, filming reactions of the firefighters and others who were there.<br /><br />The brothers Naudet took great care in not making the movie too violent, grizzly, and gory. But the language from the firefighters is a little coarse, and CBS showed a lot of balls airing it uncensored. The brothers Naudet mixed footage they filmed with one-on-one interviews so the firefighters could explain their thoughts and emotions during particular moments of the crisis. <br /><br />Unlike a feature film of similar title, most of the money from DVD sales go to 9/11-related charities. Very well made, emotional, moving, and completely devoid of political propaganda, is the best documentary of the sort to date."
positive,"Made in 1946 and released in 1948, The Lady and Shanghai was one of the big films made by Welles after returning from relative exile for making Citizen Kane. Dark, brooding and expressing some early Cold War paranoia, this film stands tall as a Film-Noir crime film. The cinematography of this film is filled with Welles' characteristic quirks of odd angles, quick cuts, long pans and sinister lighting. The use of ambient street music is a precursor to the incredible long opening shot in Touch of Evil, and the mysterious Chinese characters and the sequences in Chinatown can only be considered as the inspiration, in many ways, to Roman Polanski's Chinatown. Unfortunately, it is Welles' obsession with technical filmmaking that hurts this film in its entirety. The plot of this story is often lost behind a sometimes incomprehensible clutter of film techniques.<br /><br />However, despite this criticism, the story combined with wonderful performances by Welles, Hayworth and especially Glenn Anders (Laughter) make this film a joy to watch. Orson Welles pulls off not only the Irish brogue, but the torn identities as the honest but dangerous sailor. Rita Hayworth, who was married to Welles at the time, breaks with her usual roles as a sex goddess and takes on a role of real depth and contradictions. Finally, Glenn Anders strange and bizarre portrayal or Elsa's husbands' law partner is nothing short of classic!"
negative,"Possibly not, but it is awful. Even the fantastic cast cant save it. OK, I admit it started off quite funny but it seemed to plummet downhill as soon as they jumped those girls in the Generals house. Bill Murray turned from being a quick witted, humorous guy into an arsehole who was shouting things at people in the street that just weren't funny, its like he was trying too hard to be funny. His character stole a weapon (an RV? come on...) and ends up being a national hero after invading another country and killing god knows how many soldiers, for a laugh. One good point is that this film shows the inadequacy and incompetence of the US Army and shows how arrogant and imbecilic they really are, albeit unintentionally. I actually felt disgusted that this kind of propaganda crap could really be released."
negative,"I was quite pleased to find this movie in the local video library - Cary Grant in a comedy set in the services, director Stanley Donen, so far what's not to like? It's the sort of film that has me wondering two things - when did all involved (including some well-known names) realize they had a turkey on their hands, and what's the worst thing about it among a number of contending aspects? Still pondering the first, but my vote for the latter goes to the meandering storyline, ahead of the wordy sometimes pretentious script, the uncertain tone, the lack of consistent and well-developed characterization, and the lack of rapport between the characters. You have to add very uneven acting to the criticism but it's understandable that the actors were struggling with this stuff and in addition seem under-rehearsed. Quite often they can hardly get their lines out quick enough. Cary Grant tries to portray his usual charming and urbane persona but at times seems uneasy and staccato in his delivery. I have to say however that I was relieved when the initial suggestions his character will be paired with the unspeakably vulgar Jayne Mansfield go away with the appearance of Suzy Parker. What's to like about the film? - for me chiefly the beauty of Parker who also acts with restraint and a Grace Kelly-like dignity. Generally speaking the film is nice to look at. The naval characters are very smart in their uniforms - however you have to truly wonder at the ghastly black Fu Manchu tunics they don in their luxury hotel suite. Even Grant can't look elegant in his. Back to the credit side, Ray Walston does a commendable job with his character and for me there was an interest in hearing a pre-Hogan's Heroes Werner Klemperer speak without an assumed German accent!"
negative,"I watched this....let me rephrase...suffered through this because I'm a fan of Eva's. I don't think this is a flick she'll put on the back of her head shot photos. I like gangsta flix but this wasn't even close. The budget couldn't have been more than a few hundred dollars, and that money was probably spent on the caterer.<br /><br />The premise was interesting, but the first victim died before you get the chance to care about her or not.<br /><br />I won't bother saying who did what and how, because it isn't worth the effort. I'm only glad that because of my monthly rental plan at the local video store that I didn't have to actually pay for this garbage.<br /><br />OH!! Before you flame on me, I love movies, I thought a lotta flix were good that some of you have jammed, so for me to jam this tells you all you need to know."
negative,"Hey everyone...<br /><br />There really isn't much to say for this movie at all. The basic plot is that a guy (Brandon) takes a few friends on a trip to his cabin in the woods for a weekend holiday away from work. After picking up a girl on the way there, things start going badly wrong for all of them.<br /><br />The storyline alone (written by the actor playing Brandon, I believe, although I could be wrong here) is unlikely and unconvincing, and is acted out accordingly. The ""Clown Killer"" himself is a rather a sad excuse for a psychotic killer. Far from being a dark, mysterious but most of all, intelligent predator, we are instead offered a rather clumsy, nursery rhyme-singing buffoon who appears to be going through a minor mid life crisis. The only thing that warranted the writing of this comment were the sex scenes and whatever gore there was in the film (the quality of the film led me to derive some enjoyment out of such things).<br /><br />In short, this film falls below every possible set standard. Admittedly, I was sharing a few beers with a close friend as I watched this, so we managed to scrape together some relative entertainment value out of this film and it is therefore only fair to mention that S.I.C.K did fall just shy of a two rating. However, in reality, (and with the benefit of hindsight) the one star rating is a more than legitimate score for this film.<br /><br />1 star out of ten."
negative,"This story about three women is a very sensitive study about: Muriël (Charlotte Van Den Eynde) the youngest, Laura (Els Dottermans) who is about 37 and Martha (Frieda Pittors) the oldest who is the mother of Muriël. They live together in the same building. They have different expectations of life. The vital Laura wants a child. Muriël comes from a village and wants to change her life in Brussels. Martha dreams about her youth when she was a young girl. In fact nothing happens in this movie so you wait for something - for instances an accident - which could dramatize this story. As times goes on, you discover that the director Dorothée Van Den Berghe only wants to develop a psychological portrait of the three women and nothing more. This movie is disappointing because you expect the women to learn from their experiences which is not the case, so one is left with a feeling of emptiness."
negative,"Zu Warriors most definitely should've been an animated series because as a movie it's like watching an old anime on acid.The movie just starts out of nowhere and people just fly around fighting with metal wings and other stupid weapons until this princess sacrifices herself for her lover on a cloud or something.Whether this princess is a god or an angel is beyond me but soon enough this flying wind bad guy comes in and kills her while the guy with the razor wings fights some other mystical God /Demon/Wizard thing.The plot line is either not there or extremely hard to follow you need to be insanely intelligent to get this movie.The plot soon follows this Chinese mortal who is called upon by this god to fight the evil flying,princess killing bad guy and soon we have a very badly choreographed Uwe Boll like fight scene complete with terrible martial arts on a mountain or something.Even the visuals are weird some might say they are stunning and colorful but i'm going to say they are blurry and acid trip like (yes that's a word!).I watched it both dubbed and with subtitles and both were equally bad and hard to understand....who am i kidding i didn't understand it at all.It felt like i was watching episode 30 of some 1980's anime and completely missed how the story began or like i started reading a comic series of 5 at number 4 because i had no clue how this thing started where it was going or how it would end i was lost the entire time.I can honestly say this was one of the worst film experiences ever it was like watching Inu-Yasha at episode 134 drunk...yeah that's right you don't know what the hell is going on.Don't waste your brain trying to figure this out."
positive,"A true classic. Beautifully filmed and acted. Reveals an area of Paris which is alive and filled with comedy and tragedy. Although the area of 'Hotel du Nord' and the Hotel itself still exists, it is not as gay (in the original sense of the word) and joyful as it once must have been. The film makes one yearn for the past, which has been lost, with a sigh and bittersweetness."
positive,"Watched this French horror film last night and pretty much liked it. The whole movie takes place in a prison cell with basically three prisoners who find a hand written journal in a wall from a serial killer that had escaped the prison 20 years earlier, somehow without leaving his cell. As they look through the diary, they discover it delves into the black arts and commands that might be their way out of the cell and to freedom. What they find out, is something completely different, and horrifying to say the least. I like low-budget horror films, that deliver the goods in a fairly quality way, and tell a good story. This movie does just that, despite taking a while to get going. The result and the horror they unleash is very interesting to me, and I enjoyed the ride. Not a lot of gore, but that wouldn't fit the story, although the gore it has is pretty good."
negative,"The French film ""Extension Du Domaine De La Lutte"" directed by iconoclast film maker Philippe Harel is based on the book of the same name written by a controversial writer Michel Houellebecq.He has also worked on this film's scenario.According to British cinema magazine Sight and Sound,it is also known as ""Whatever"".This film has been hailed as a breath of fresh air for French cinema due to its not so common theme of sexual politics and its implications on two stupid information technology workers.The film is marred by its much too evident voice over which introduces us to the main character.This makes us viewers feel as if we are watching a book that is bring read. The basic premise of problems related to loneliness due to chronic sexual drought is fine but the film goes out of hand once the hero starts recounting the misery faced by him and his friend.Instead of sticking to its main topic the film veers in other directions leading to its downfall.Beware:some women viewers might find not only the film but even its two heroes as moronic misogynists."
positive,"As a huge fan of the original, I avoided this film like the plague when the bad reviews started coming in eight years ago, but I just finished watching this film and found it to be a really pleasant surprise.<br /><br />Okay, if you are looking for a retread of the original, you're in for a big disappointment, but if you are looking for something quite different, a bit edgy and political, then this is the film for you. <br /><br />Gregory is now thirty four and works as a teacher at his old comprehensive school, where he's being pursued by a fellow teacher and having sexual dreams about one of his students. When the student insists on meeting up with Gregory, a series of misadventures ensue that include torture, breaking and entering and all manner of unexpected twists and turns that left me feeling elated and moved.<br /><br />If you are looking for something original, then I highly recommend this film. I only wish that more people had gone to see this when it was released and seen it for what it really is."
positive,"What would happened when a depressed cop works with a shrink on probation? May be a lot of fun... This movie set a benchmark in the action/comedy genre of the Argentinean cinema. Dearable characters, probable story and a pace that between laughs has some thrill. I recommended it for a pleasant time of entertaining. Peretti and Luque join their efforts to fight against a cold and daringly foe in a time when it's difficult to trust someone. This movie will surprise you, the other side of the coin of ""Analyze me"", but not alike, with nothing to envy. And if you like to know Bs.AS there where few scenes of downtown and the city center."
negative,"Macy, Ullman and Sutherland were as great as usual. Ritter wasn't bad either. What's her name was as pretty as usual. It could have been a good movie. To bad the plot was atrocious. It was completely predictable, trite and boring.<br /><br />From the first 15 minutes, the rest of the movie was laid out like a child's paint by numbers routine. The characters were stock pieces of cut out cardboard. There was nothing new or interesting to say and that completely outweighed the acting, which was a pity.<br /><br />Finally, too bad the script writer wasn't the victim. Especially with the ""precocious"" lines from the child, which were completely unbelievable.<br /><br />Again, it's only the acting that prevented a much lower score."
negative,"This version of ""Moby Dick"" insults the audience by claiming it is based on Melville's novel-even going so far as to show a phony first chapter sentence rather than the famous ""Call me Ishmael"". In addition to having atrocious acting, even from John Barrymore,this is perhaps the greatest example of how far Hollywood (especially early Hollywood) would go to revise and change a famous novel just to beef up its chances at the box office.All of the novel's beautiful,poetic language has been absolutely eradicated, and Ahab has been changed from a brooding,blasphemous,obsessive madman to a dashing,misunderstood hero who only wants to kill Moby Dick after his fiance(!) turns away from him after seeing his wooden leg. To this is added the standard evil brother who wants the fiance for himself, and a different ending!"
negative,"Why is it that a woman cannot be a strong character in a movie without sleeping with the leading man? The campaign manager in this movie dreams of leading Tom Sellick to the White House. It's all she can think about. So, why on earth must she have had an affair with him? It added nothing to the plot and served only to demean successful women. The only value of that tidbit was the cute ""we've all slept with your husband"" scene. <br /><br />Also, couldn't the people who made this movie have watched the national conventions they were spoofing? Airing between the two major political conventions only served to highlight their total ignorance of the nomination and selection process."
positive,"I drove from Sacramento to San Francisco (and back) to see this movie premiere--and really glad I did. As a big movie fan and a life-long Northern Californian, I was surprised how many Oscar-winning films have been made in the Bay Area. As a fashion designer who really wants to stay in the Bay Area as opposed to going to LA, George Lucas' comments about persistence, community and having a vision really resonated with me. <br /><br />Hey, if he and all the other filmmakers can make it in SF, so can other artists. <br /><br />Would recommend this film"
positive,"Though structured totally different from the book by Tim Krabbé who wrote the original 'The Vanishing' (Spoorloos) it does have the same overall feel, except for that Koolhoven's style is less business-like and more lyric. The beginning is great, the middle is fine, but the sting is in the end. A surprise emotional ending. As you could read in several magazines there is some sex in the film, but it is done all very beautifully. Never explicit, but with lots of warmth and sometimes even humour. It is a shame American films can't be as open an honoust as this one. Where Dutch films tend to go just over the edge when it comes to this subject, 'De Grot' stays always within the boundaries of good taste. 'De Grot' tells an amazing story stretched over more than 30 years. When you'll leave the cinema you'll be moved. What can we ask more of a film? Anyway, this film even gives more...."
negative,"I've been going through the AFI's list of the top 100 comedies, and I must say that this is truly one of the worst. Not just of the 90 movies on the list I've seen, but of any movie I've ever seen. Drunks are funny sometimes, Dudley isn't. Liza almost made it worthwhile, but alas... just go watch Arrested Development if you want to see her in something good. Seriously, Dudley laughing and drinking is supposed to be funny? I would highly recommend almost ANY other movie on the AFI's top 100 comedies for more laughs than this. If you want to see a funnier ""drunk"", try The Thin Man. Funnier movie in general, any Marx Brothers movie will kill (especially if you're as drunk as Arthur)."
positive,"The Journey of Hope (1990) is about a trek that many nomadic and poor Turks make so they could live the good life in Switzerland. These people are so desperate to live like Westerners that they'll give up their life and lives in an attempt to reach the promised land. So many of them are swindled by greedy crooks who make their living off of charging huge fees for desperate people who are in a no win situation. One family braves the cold, the treacherous mountain range and predatory criminals only to discover that there's not always a shining white light at the end of the tunnel. This problem exists world wide, not just in America. Some people tend to forget that. A heart breaker of a film that'll leave you wondering why at the end.<br /><br />Highly recommended."
negative,"By no means is this movie as bad as 'Perfect Stranger', but it just wasn't funny. It couldn't stick to one type of comedy - it jumped from SNL, to Adam Sandler-esquire, to romantic, to little guy scores big, to slapstick, to 'Loser' (the movie) types of comedies. Although there were some pretty funny slapstick moments (the fall down the hill), no one was very particularly funny or outstanding in any way. 'Schindler's List' was funnier (and felt shorter). you never knew if Andy Samberg was supposed to be in high school, a college dropout, or just a loser living at home with his mother - Sissy Spacek, in her worst choice of roles. And poor Ian McShane, THE serious actor if I only had to name one, is given crap to read into the camera. The story drags and is completely predictable up to and including the end (no spoilers here in case Adam Samberg's mom wants to see it). Don't spend ANY money going to see this movie, and maybe Lorne Michaels will get the hint and start producing quality (Yes, Wayne's World and Tommy Boy are quality) movies."
negative,"I'm not a big fan of the Stooges' slapstick, but I find their history interesting. I've recently tried to check out stuff from each Stooge era, but the opportunity to see Joe shorts doesn't seem to come easy; this is the only one I've seen so far.<br /><br />Some say the quality problems with Joe-era shorts are really not Joe's fault, and I suspect that's the case. Joe as a performer is far from the worst thing about this. The thing that bothers me the most about it has been pointed out in another comment: the pitting of the other guys against the third violates the whole comedy-team/Stooges ethos. Perhaps Joe's style was perceived, by those in charge, as not really fitting in -- though there were no real off-camera conflicts between him & the others -- and this was their way of working around that.<br /><br />And what's with the titles of this and some of the other late Stooges shorts? Definitely a lack of creativity going on there; was that sort of thing the cause or the effect of the shorts market drying up?"
positive,"Moonwalker by Michael Jackson is a real adventure film for the whole family!<br /><br />Before the real story of the movie starts, we get a performance of the Bad Tour (Man In The Mirror), and it kicks off a great movie. After that we get a kind of a collage of Michael carrier, as it was until Moonwalker came out in 1988. After a few Music Videos also (Speed Demon, Leave Me Alone, etc.) the story starts.<br /><br />The plot is basically that Michael and his 3 friends (who are kids) are being chased by the bad guy of the story ""Mr. Big"", because they discovered his evil plans of getting children all over the world hocked on drugs. During the chase we see fantastic segments, fx. Michaels video for Smooth Criminal, which is absolutely fantastic with its dance sequences, etc. But then one of the kids get kidnapped by Mr. Big, and Michael will haft to save her before she gets a drug addict.<br /><br />During the movie we see special effects not only amazing for those days standards, but also impressive today. For instance, see Michael turning in to a robot/spaceship in order to protect his friends! It's so cool!<br /><br />The movie ends with a performance of Come Together (later published in Michaels double-album of HIStory), and you leave the movie with a magic feeling. Amazing!<br /><br />I recommend this for every family who wants to spend a nice night together with candy and popcorn in front of the TV. And now some parents might stand up and say: ""But Michael Jackson is an alleged child abuser!"" Yeah, he is indeed, but, come on, we all know it isn't true! Wait and see.."
negative,"Gday Mates! just watched Croc Hunter the movie. it was alright but the show seems more real. this just seemed like a longer AnimalPlanet episode with funnier lines and more characters. A few things: Steve described snakes Fangs like hypodermic needles. yeeeowch! for reals you know that hurts. and cant they jump up high? hes all grabbin them by the tail and stuff. There was two MAJOR cleavage shots in this movie. when Terry find that baby joey she goes like ""We have to nurture them, just like a baby"". Woah! i thought she was gonna up & breast feed that kid. that woulda made it PG-13 though. While on Terry, did anyone notice on the movie and a lot of the show Terry's knowledge on ritual mating. she knows her sex stuffs. movie takes place in Queensland, Austrailia. I want a koala, dingo, and joey!<br /><br />Steve's dog Sui actually has a purpose in this movie. albeit a small one which proves useless against the dynamite-wielding hottie.<br /><br />Oh and if anyone else watches this, try and agree with me in saying that country bumpkin fat lady with the herd of dogs was RIGHT in shotgunning the croc. he was eating her sheep!! i would be mad too!"
negative,"Okay, first off, Seagal's voice is dubbed over for like 50% of the film... Why? Because apparently there were rewriting the script and story as they were shooting and they need to change his dialogue for story continuity as they have multiple versions. From the very beginning, you just scratch your head because the overdubs are not only distracting, but they make no sense.<br /><br />That said, the story still sucked and doesn't make any sense at all. When I got the the end, I was just scratching my head cause the movie was so pointless and the ending didn't even make sense.<br /><br />Avoid like the plague. This movie made me stop watching Seagal straight to video movies cause they just get worse and worse."
positive,"Rather nasty piece of business featuring Bela Lugosi as a mad scientist (with yes, a Renfield-like assistant and his mother, a dwarf and yes, the scientist's wife (sounds like a Greenaway movie actually lol). Lugosi gives his wife injections from dead brides (why them? Who knows?) so that his wife can keep looking beautiful. He gets the brides after doing a pretty clever trick with some orchids that makes the brides collapse at the altar. After another bride bites the dust, a newspaper reporter just HAPPENS to be around for the scoop, and decides to snoop around for a story. She gets all sorts of clues about the orchids and Lugosi. Heaven knows where the police were. Soon she's off to Bela's lair, when she meets a sort of strange looking doctor who may or may not be eeeevil. It all cumulates in a totally far-fetched plan to have a fake wedding to capture the mad scientist, but it seems that the scientist has x-ray vision, as he foils her plans, Oh no! What will happen? I actually liked this movie as a bit of a guilty pleasure. Lugosi is great here, his hangers-on are all very very strange, the story is actually quite nasty in some places which makes it all most watchable. A fun little view."
positive,"""Return of the Jedi"" is often remembered for what it did wrong rather than what it did right, and that is a shame, because the last chronological installment in the Star Wars saga is a shining example of epic storytelling. It manages to wrap up all story lines of the previous movies in one grand finale, and does so very convincingly.<br /><br />Yes, there are Ewoks - cute and cuddly bears that arguably served to broaden the Star Wars demographic - and in the middle the movie tends to slow down a bit. But the final hour is arguably the best piece of the entire saga, where Luke finally comes face to face with Darth Vader, the most recognizable villain in movie history.<br /><br />Return of the Jedi did so many things right that people tend to overlook: it presented an incredible conclusion to the Darth Vader storyline (which went from slightly implausible in the ""Empire Strikes Back"" to very convincing here), an exciting opening at Jabba's Palace, a masterful performance of Ian McDiarmid as the Emperor, Luke finally coming into his own, the resolution of Solo and Leia's romance, and the extremely powerful final moments on the Endor moon.<br /><br />Yes, there are slight annoyances. But they are the annoyances of a generation of moviegoers who've had time to nitpick every single scene. It's still a magical and moving piece of cinema that also serves as a great final chapter. It's not a 'good' movie - it's fantastic!"
positive,"It could have been better had it been directed by someone with more experience. Shumlin didn't do a bad job but it is not a great work of cinematic art.<br /><br />It is, however, a beautiful movie. I have loved it since local channels used to show it. Graham Greene is one of my favorite writers of the last century. Some pretty bad movies were made from his novels and stories. (Many love ""The Fallen Idol"" but I am not among them. I think I saw ""Brighton Rock"" once many years ago and liked it but maybe I'm simply thinking fondly of the novel.) This is superbly cast. Charles Boyer does not, it's true, come across as Spanish. But he seems to have the perfect temperament for this character -- tired, wary, caring. Lauren Bacall is appealing as the British girl who falls for him. But the supporting players are the best: Katina Paxinou is excellent. Her performance is a little Grand Guignol, but I attribute that to the director. Peter Lorre, whom we first meet as he gives Boyer a lesson in an Esperanto-like universal language, is excellent -- as always.<br /><br />And Wanda Hendrix could break the hardest heart. She comes across as a precocious early teenager. The character wants to be helpful. She does her best.<br /><br />I recommend this movie highly. Not without reservations. The reservation is, primarily, that it is a little stolid. But the story and acting can scarcely be bettered."
negative,"Anybody who has ever been a fan of the original series, or even has a clue about the storyline should be embarrassed by this series. The Borg does not come around until Q brings the Enterprise to the Gamma sector, the Klingons are NEVER seen until Kirk encounters them, the NCC-1701 was the FIRST ship to carry the Enterprise name....need I go on? Berman and Pilliar have made a mockery of Gene Roddenberry's creation. After he died, they only saw $$$$ and just went their own way. No wonder Majel Barrett was in every single episode of star trek until this series. I don't blame her for not being involved with this mess. Poor Bakula. He's a great actor, as are the entire cast. I like them all, but the storyline is tragic and ignores all of the precedents set by the original series. Just check the ratings. I think more people watched Deep Space 9 (which was untimely canceled)."
positive,"This is a classic British comedy-thriller I had always wanted to check out but no opportunity had arisen for that until now. It's based on a popular stage play which had already been filmed a number of times previously (most notably in 1931 by the same director but, unfortunately, this version seems not to have survived in its entirety!); for the remake under review, the plot has been updated to the then-current wartime situation.<br /><br />Anyway, I was mainly familiar with early British comedians through the films of Will Hay: given that this one features a similar plot of legendary hauntings, smuggling and enemy agents, it's very much in that vein (it was actually scripted by Hay's regular writing team of Marriott Edgar, Val Guest and J.O.C. Orton); the stranded travelers element, then, was an equally tried-and-true formula. The star this time around is Arthur Askey (abetted by Richard Murdoch) - none of whose films I had watched before - who is as unlikely a hero as Hay himself and whose personality proves to be just as potentially irritating...but one soon warms up to him, and Askey certainly comes up with a number of witty lines and amusing bits of business throughout to justify the fact that the lead character of the play (and the 1931 film version) was split into two here, with Murdoch acting as the star's straight partner.<br /><br />The remote single setting (the events of the film largely take place during one stormy night) provides for some wonderful atmosphere; the last half-hour - with the sudden appearance of a mysterious couple (Raymond Huntley and Linden Travers) and eventually the arrival of the titular vehicle itself - is especially gripping and well handled. Also worth mentioning from the remaining cast list is Kathleen Harrison as the stereotypical frightened spinster, with a parrot as her constant companion and who is driven by all the excitement to take her very first drink."
negative,"As an Altman fan, I'd sought out this movie for years, thinking that with such a great cast, it would have to be at least marginally brilliant.<br /><br />Big mistake.<br /><br />This is one of Altman's big-cast mishmashes, thrown together haphazardly and improvisationally (or so it feels) with the hope that it would all come together in the editing room. It doesn't.<br /><br />As Maltin points out, this turkey is notable only for the debut performance of Alfre Woodard, who outshines the vets all around her. But other than that, avoid at all costs. (Which is pretty easy to do -- it's never been released on video -- to my knowledge -- and its cable appearances have the frequency of Halley's Comet.)"
negative,"1999 will go down in history as the year the movie critic lead the general public astray. First they sent us to EYES WIDE SHUT. Then they hyped up THE BLAIR WITCH PROJECT and now MAGNOLIA which is by far the worst movie of the year. What is it about? Who the heck knows. Its full of self-indulgence and loaded with bad acting. I always like to stay and watch the credits, but when this thing was over I couldn't get out of the movie theatre fast enough. Most of the audience that attended the showing that I was at, felt pretty much the same way. Dates were arguing with each other as well as strangers. It's an ugly and hateful film that will make you feel ugly and hateful."
negative,"I saw this movie twice. I can't believe Pintilie made such a fantasy movie. I'm also a movie/theatre director and I know what I speak. This is not Romania anymore, but I see the events are happening in the same period with the incident from 11 September. No story, no plot, nothing. No conclusion, no message, nothing profound, nothing hidden. Just empty images.<br /><br />What most of Romanians don't know, this movie is for the french viewers, not for us. They really believe that is the reality in Romania. Also for teenagers. Pintilie should stop making movies. I don't really know if we can call this a movie, maybe a horror :) And we wonder why we've got such an image in Europe. This WAS a reality, but isn't anymore. A good friend of mine from the Brithish embassy said: ""You have no idea what a long way Romanian people walked from Ceausescu""."
positive,"Henri Verneuil's film may be not so famous as Parallax View, 3 Days of the Condor or JFK but it is certainly not worse and sometimes even better than these classic representatives of the genre. Action takes place in fictional western state where fictional president has been killed. After several years of investigation, special government commission decides that president was killed by a lone gunman. But one man - prosecutor Volney, played by Yves Montand - thinks there's something more to be investigated and so the film starts. This movie doesn't deal with some exact theories, but it embraces the whole structure of relationship between government and society in today's world. Such film could be made only in the 1970-ies but it will never lose it's actuality. Furthermore, it's even a bit frightful how precise are it's oracles. 10 out of 10."
negative,"I love the book, ""Jane Eyre"" and have seen many versions of it. All have their strong points and their faults. However, this was one of the worst I have seen. I didn't care about Jane or Mr. Rochester. Charlotte Gainsbourg (Jane) was almost tolerable and certainly looked the plain part, but she had no emotion in any of her lines. I couldn't imagine what Mr. Rochester saw in her. <br /><br />That brings us to Mr. Rochester. William Hurt had even less emotion than Jane, if that were possible. How two such insipid people could fall in love is a mystery, but it certainly didn't hold my attention. Perhaps the director (Zeffrelli) fell asleep during the production.<br /><br />The Timothy Dalton (too handsome for Mr. Rochester!) version is far more faithful to the book, but Ciaran Hinds plays the perfect Mr. Rochester in the 1997 A/E version (which is NOT all that true to the book).<br /><br />Trying to find something positive about this movie: Geraldine Chaplain was perfect in her role."
positive,"Rawhide was a wonderful TV western series. Focusing on a band of trail drovers lead by the trail boss Gil Favor. Most episodes - especially from the first 3 seasons were really character studies of Favor and his men. Guest stars came and went but unlike Wagon Train they seldom dominated the episodes they appeared in. Rawhide was a true, gritty western and Gil Favor stood out as a memorable character never to be forgotten. Thanks to Eric Fleming's performance the show became a massive hit. Of course he was ably supported by a wonderful cast of good actors - Clint Eastwood, Sheb Wooley, Paul Brinegar, Steve Raines, James Murdoch, Rocky Shahan, Robert Cabal. All of these actors left their mark in a piece of television history. Rawhide captured the flavour of that time of the west that no other series has for me, as yet anyhow, managed to do so. Later seasons tended to split the leads and give them individual story lines. For me some of the time this didn't work - the cattle drive and the regulars provided the best stories. However there were still some classic stories and Rawhide remained top drawer affair. The black and white photography added to a bleak, realistic feel that other western series seldom managed to capture. Rustlers, Indians,Commancheroes, beautiful damsels in distress, serial killers, they all showed up to give our heroes problems. The end came for the series quietly when the final season was axed less than half way through. The reason - Eric Fleming had departed and Rawhide was now a head without a body - the gritty realism was gone, Gil Favor commanded respect and exuded authority - he was never infallible and this made him all the more interesting. We shall not see his like again. Watch an episode whenever you can, they seldom disappoint."
negative,"This film is pretty poor. The acting is abysmal and completely forced. Furthermore, by shooting the film as a docudrama doesn't necessarily make it more believable, you can't get out of it that easily Mr Dir. Don't let my comments mislead you however, as i would recommend you watch this film, as it does shed some light on the psychology or non existent psychology behind the perpetrators of such crimes. However, the climax of the film is absolutely rubbish! There is no other way to put it! It pure and simply fails to capture any sense of atmosphere! What takes place does not translate to me any feelings of desperation, panic, fear or dread that one would surely experience in such terrifying circumstances. No instead it leaves you with jaw dropping ""Was that it?!"" spilling from your tongue, and by no means are you haunted by these boys actions. Rather you just feel embarrassed for yet another film that started with potential, but ended up falling flat on its face at the most crucial point.Zero Day indeed....zzzzzzzzzzzzz"
